SQL_ID,SQL_TEXT,ELAPSED_TIME,CPU_TIME,EXECUTIONS,DISK_READS,BUFFER_GETS,OPTIMIZER_COST
dp77gc23ppr74,delete from fed$apps    where spare1 not in (select distinct con_uid from v$containers)    and spare1<>0,12050,10670,1,6,58,2
a764p8s485v9h,"INSERT INTO  wrh$_sqltext                     (sql_id, dbid,                       sql_text, command_type,                       snap_id, con_dbid, per_pdb)      SELECT :sql_id, :dbid,             :sq",12046,13717,6,8,57,4
5n1fs4m2n2y0r,"select pos#,intcol#,col#,spare1,bo#,spare2,spare3 from icol$ where obj#=:1",12042,5028,191,8,934,2
9ux4hcnsp1q8z,"select /* QOSH:ANLYZ_TIME */     from_tz(      cast ((max(analyzetime) - 1) as timestamp),      to_char(systimestamp, 'TZH:TZM'))  from sys.tab$ where analyzetime is not null",11994,10656,1,0,1895,432
b2sb7rm7vt887,"select userid, name, subname, flags    from sys.scheduler$_lwjob_obj where obj# = :1",11914,9827,4,0,78,1
0spyn0r7704c1,"with occupant_segments as (select distinct segment_name from   (select o1.segment_name, o1.segment_name table_name    from x$kewx_segments o1    union all    select o2.lob_name, o2.table_name    from ",11830,9639,1,0,28,1
3dbzmtf9ahvzt,merge /* KSXM:OPTIM_DML_INF */  into sys.mon_mods_all$ m                   using dual                                                                 on (m.obj# = :objn and                            ,11800,8995,2,0,12,2
4zmbcythh0m13,"insert into WRI$_DBU_USAGE_SAMPLE (dbid, version, last_sample_date, last_sample_date_num, last_sample_period, total_samples, sample_interval) select dbid, version, NULL, NULL, 0, 0, 604800 from v$data",11777,10144,1,5,150,94
52hyg9duhqup3,"select numbercol,binfloatcol,bindoublecol,charcol,varcharcol,ncharcol,nvarcharcol,datecol,ts_col,tswtz_col from sys.radm_fptm$ where fpver=1",11768,11948,1,4,90,1
6yay90qpp8483,select distinct(owner_instance) from sys.aq$_queue_shards,11724,10370,1,0,0,3
5rurx5xtjwcu2,"SELECT /*+ OPT_PARAM('_parallel_syspls_obey_force' 'false') */ KSPPCV.KSPPSTVL FROM X$KSPPCV KSPPCV, X$KSPPI KSPPI WHERE KSPPI.INDX = KSPPCV.INDX AND KSPPI.KSPPINM = :B1 ",11523,19904,1,0,8,1
71wxmdhdvg2a9,"delete /* QOSH:PURGE_OLD_STS *//*+ dynamic_sampling(4) */ from sys.wri$_optstat_histgrm_history where savtime_date < to_date('01-01-1900', 'dd-mm-yyyy') and       savtime not in (select timestamp '000",11521,15341,1,1,52,2
5ty7pv13y930m,"select count(*) from sys.col_group_usage$  where obj# = :1 and cols = :2 and trunc(sysdate) = trunc(timestamp) and bitand(flags, :3) = :3 and (cols_range is null and length(:4) = 0 or cols_range is no",11505,9795,4,3,42,1
a4n4ayr88dbhy,"select grantee#,privilege#,nvl(col#,0),max(mod(nvl(option$,0),2)),max(bitand(nvl(option$,0), 8) /8), max(bitand(nvl(option$,0), 16) /16), max(bitand(nvl(option$,0),64) /64), max(bitand(nvl(option$,0),",11461,12971,61,12,185,50
af6nyvxz737dp,DELETE WRI$_SQLSET_BINDS B WHERE NOT EXISTS (SELECT 0 FROM WRI$_SQLSET_PLANS P WHERE B.STMT_ID = P.STMT_ID AND B.PLAN_HASH_VALUE = P.PLAN_HASH_VALUE),11454,12300,1,0,176,1
9tt2m0mpc2qqp,"select /*+ index(idl_char$ i_idl_char1) */ piece#,length,piece from idl_char$ where obj#=:1 and part=:2 and version=:3 order by piece#",11435,6427,6,11,104,3
0k8522rmdzg4k,select privilege# from sysauth$ where (grantee#=:1 or grantee#=1) and privilege#>0,11435,19698,4,2,272,2
5j4c2v06qdhqq,"select procedure#,ownerlength,classlength,methodlength,siglength, flagslength,cookiesize from procedurejava$ where obj#=:1 order by procedure#",11415,5218,2,29,60,3
2w2w2x51dk89q,"select o.name from obj$ o where o.type# = 9 and bitand(o.flags, 2048) = 2048 and o.name like 'SYSFN%' and (sysdate-o.ctime) > 0.0007",11342,8671,1,6,30,20
gngtvs38t0060,SELECT /*+ CONNECT_BY_FILTERING */ s.privilege# FROM sys.sysauth$ s        CONNECT BY s.grantee# = PRIOR s.privilege#                                 AND (s.privilege# > 0 OR s.privilege# = -352)     ,11146,15908,19,0,42,8
a4n4ayr88dbhy,"select grantee#,privilege#,nvl(col#,0),max(mod(nvl(option$,0),2)),max(bitand(nvl(option$,0), 8) /8), max(bitand(nvl(option$,0), 16) /16), max(bitand(nvl(option$,0),64) /64), max(bitand(nvl(option$,0),",11076,9712,52,12,160,50
b9nbhsbx8tqz5,SELECT /*+ OPT_PARAM('_parallel_syspls_obey_force' 'false') */ SPARE4 FROM SYS.OPTSTAT_HIST_CONTROL$ WHERE SNAME = :B1 ,11065,9401,2,1,65,2
7ppwsrkr4j4dw,"select attr, value_str, value_num, value_lob    from sys.session_template$    where template_id = :1    order by attr asc",11062,8558,1,7,188,1
5u7g54s63p4ts,select toid from type$ where package_obj#=:1 and typ_name=:2,11019,12141,25,3,50,2
1gfaj4z5hn1kf,delete from dependency$ where d_obj#=:1,11001,3618,10,0,71,2
9tgj4g8y4rwy8,"select type#,blocks,extents,minexts,maxexts,extsize,extpct,user#,iniexts,NVL(lists,65535),NVL(groups,65535),cachehint,hwmincr, NVL(spare1,0),NVL(scanhint,0),NVL(bitmapranges,0) from seg$ where ts#=:1 ",10968,11508,75,0,224,2
6pga46ggqways,"select count(*) from registry$ where status not in (9, 99) and  namespace='SERVER' and cid not in ('APEX', 'OWB', 'EXF', 'RUL') and  version is not null",10907,7390,1,12,91,2
dqucusk8avvuh,delete /* KSXM:CLEAN_COL_USAGE *//*+ dynamic_sampling(4) */    from sys.col_usage$ c   where ((timestamp < sysdate - 367)          or not exists             (select /*+ unnest */ 1 from sys.obj$ o whe,10818,13909,1,6,608,2
0m78skf1mudnb,"select audit$,properties from type_misc$ where obj#=:1",10815,5136,25,13,117,2
avvfapa4gfgc4,"SELECT /*+ NO_STATEMENT_QUEUING RESULT_CACHE (SYSOBJ=TRUE) */ ""OBJ#"",""CLASS_OID"",""JOB_FLAGS"",""CLASS_FLAGS"",""RUN_TIME"",""PRIORITY"",""JOB_STATUS"",""RUNNING_INSTANCE"",""SCHEDULE_LIMIT"",""JOB_WEIGHT"",""INSTANCE",10801,19902,2,0,43,7
0yn07bvqs30qj,"select pctfree_stg, pctused_stg, size_stg,initial_stg, next_stg, minext_stg, maxext_stg, maxsiz_stg, lobret_stg,mintim_stg, pctinc_stg, initra_stg, maxtra_stg, optimal_stg, maxins_stg,frlins_stg, flag",10801,6226,46,6,225,1
0yn07bvqs30qj,"select pctfree_stg, pctused_stg, size_stg,initial_stg, next_stg, minext_stg, maxext_stg, maxsiz_stg, lobret_stg,mintim_stg, pctinc_stg, initra_stg, maxtra_stg, optimal_stg, maxins_stg,frlins_stg, flag",10753,14603,35,12,231,2
acmvv4fhdc9zh,"select obj#,type#,ctime,mtime,stime, status, dataobj#, flags, oid$, spare1, spare2, spare3, signature, spare7, spare8, spare9, nvl(dflcollid, 16382), creappid, creverid, modappid, modverid, crepatchid",10745,11308,69,7,267,3
6h3cwmunz5z8q,"select col#, grantee#, privilege#,max(mod(nvl(option$,0),2)), max(bitand(nvl(option$,0), 8) /8), max(bitand(nvl(option$,0), 16) /16), max(bitand(nvl(option$,0),64) /64), max(bitand(nvl(option$,0), 128",10722,9343,61,10,123,50
c1aqra3539hyz,"select cols,audit$,textlength,intcols,nvl(property,0),flags,rowid from view$ where obj#=:1",10717,22388,31,11,93,2
ct4hvmdaryzh7,"select ftp_port, ftp_protocol, http_port, http_protocol, http2_port,         http2_protocol, nfs_port, nfs_protocol, http_host, http2_host  from xdb.xdb$root_info",10632,7501,1,8,84,3
0yn07bvqs30qj,"select pctfree_stg, pctused_stg, size_stg,initial_stg, next_stg, minext_stg, maxext_stg, maxsiz_stg, lobret_stg,mintim_stg, pctinc_stg, initra_stg, maxtra_stg, optimal_stg, maxins_stg,frlins_stg, flag",10586,13707,40,15,120,2
2ajc7pwz9jsx3,select max(scn) from smon_scn_time,10580,10202,3,2,113,1
559bfpsu8hk0k,SELECT VALUE FROM V$SESSION_FIX_CONTROL WHERE BUGNO = :B1 ,10460,15167,1,0,59,1
1s1p0b1vz9j0z,delete from plscope_identifier$ where obj#=:1,10446,14950,1,2,95,3
gawwr67493r4z,delete ecol$ where tabobj# = :1,10442,9709,1,1,100,1
6uq61y45mqcxg,"select nvl(sum(blocks), 0) from x$kewx_segments where owner = :owner",10433,11006,17,0,78,1
0s0s74y04cdmn,delete from sqltxl$ where obj#=:1,10412,17400,1,2,70,1
2vhhhddmn1q32,"select '""'||name||'"" '||decode(type#,1,decode(charsetform,2,'NVARCHAR2('||decode(bitand(property,8388608),8388608,decode(spare3,0,1,spare3)||')','BYTECOUNT=>'||decode(length,0,1,length)||')'),'VARCHAR",10388,3271,1,0,3,3
dycmpuj6apqjs,"select pc.intcol#, pc.col# , pc.type#, pc.spare1, pc.segcol#, pc.charsetform,   nvl(c.collintcol#, 0), nvl(c2.type#, 0), nvl(c2.charsetid, 0),    nvl(c2.charsetform , 0), nvl(c2.collid, 0) from partco",10380,15248,11,5,61,51
2vhhhddmn1q32,"select '""'||name||'"" '||decode(type#,1,decode(charsetform,2,'NVARCHAR2('||decode(bitand(property,8388608),8388608,decode(spare3,0,1,spare3)||')','BYTECOUNT=>'||decode(length,0,1,length)||')'),'VARCHAR",10361,7056,5,5,18,3
f0tf9r507j4gd,select count(*) from SYS_FBA_CONTEXT_LIST d where namespace='FBA_CONTEXT' and parameter='TYPICAL',10357,6590,1,5,28,2
121ffmrc95v7g,"select i.obj#,i.ts#,i.file#,i.block#,i.intcols,i.type#,i.flags,i.property,i.pctfree$,i.initrans,i.maxtrans,i.blevel,i.leafcnt,i.distkey,i.lblkkey,i.dblkkey,i.clufac,i.cols,i.analyzetime,i.samplesize,i",10319,229,5,0,38,6
0m78skf1mudnb,"select audit$,properties from type_misc$ where obj#=:1",10308,6864,25,12,101,2
7qvb1fw60p3r5,"select last_sample_date_num, last_sample_date, total_samples from WRI$_DBU_USAGE_SAMPLE where dbid     = :dbid and version  = :version",10246,7964,1,1,2,1
axmdf8vq7k1rh,"select increment$,minvalue,maxvalue,cycle#,order$,cache,highwater,audit$,flags from seq$ where obj#=:1",10173,8209,6,2,101,1
2syvqzbxp4k9z,"select u.name, o.name, a.interface_version#, o.obj#      from association$ a, user$ u, obj$ o                     where a.obj# = :1                                          and a.property = :2        ",10105,21496,62,0,62,2
adds4wma0y8c4,"select t.obj#, t.dataobj#, t.part#, t.hiboundlen, t.hiboundval, t.ts#, t.file#, t.block#, t.pctfree$, t.pctused$, t.initrans, t.maxtrans, t.flags, t.analyzetime, t.samplesize, t.rowcnt, t.blkcnt, t.em",10088,7394,6,6,68,4
19dnr6u8v4raz,SELECT COUNT(*) FROM CLOUD WHERE DATABASE_FLAGS = 'C',10083,7096,1,5,117,2
gd28w82ct6rva,select audit$ from tab$ where obj# = :1,10079,4745,223,1,699,2
av3ac12p87rx0,"select count(*)   from wrm$_wr_control  where bitand(status_flag, 16) = 16",10077,12729,1,12,56,3
6vc4tzxw1h3b7,select 1 from sensitive_fixed$ where name=:1 and flag=:2,10070,5711,110,0,110,1
67mg3pcuvzb4w,SELECT DDLID FROM DDLID$,10069,4757,1,10,47,3
acmvv4fhdc9zh,"select obj#,type#,ctime,mtime,stime, status, dataobj#, flags, oid$, spare1, spare2, spare3, signature, spare7, spare8, spare9, nvl(dflcollid, 16382), creappid, creverid, modappid, modverid, crepatchid",10059,1589,31,0,124,3
8kun50unk7um7,"select reg_id from reg$ where bitand(qosflags, 8) = 8 and rownum < 2",10031,7640,1,6,125,2
1fr73dag07wrf,delete from index_orphaned_entry$ where indexobj# in (select obj# from ind$ where bo# = :1),10023,9170,1,1,70,1
87gumhu52bhu7,SELECT value$ FROM LBACSYS.ols$props WHERE NAME = :1,10003,6259,1,9,75,1
5rurx5xtjwcu2,"SELECT /*+ OPT_PARAM('_parallel_syspls_obey_force' 'false') */ KSPPCV.KSPPSTVL FROM X$KSPPCV KSPPCV, X$KSPPI KSPPI WHERE KSPPI.INDX = KSPPCV.INDX AND KSPPI.KSPPINM = :B1 ",9999,10230,1,0,29,1
00yp7w9j0yqma,"select count(OBJ#) from SYS_FBA_TRACKEDTABLES where bitand(FLAGS,1)!=0",9970,13111,1,5,25,2
0wzmmkq6f8a9s,"select obj#, job_status from scheduler$_lightweight_job where  bitand(flags, 17592186044416) <> 0 and running_instance = :1",9949,10922,1,0,60,2
2mj59zpxsra94,"insert into WRI$_SCH_CONTROL   (schedule_id, schedule_mode, start_calibrate, num_votes,    synced_time, last_vote, status) select    :id, :smode, :stcalb, :votes, :syncoff, :lvotetm, :status from dual",9913,12810,1,10,94,2
cn6hhn36a4rrs,"select con#,obj#,rcon#,enabled,nvl(defer,0),spare2,spare3,refact from cdef$ where robj#=:1",9911,2792,143,0,185,2
1704fuc5p4ppt,"select tab_alias, tab_name, property, tab_id, tab_obj# from rec_tab$ where  ec_obj# = :1",9895,6020,1,3,69,2
99rb37rjpdnbb,"select lobj#, intcol#, defts#, defchunk, defpctver$, defflags, defpro,definiexts, defextsize, defminexts, defmaxexts, defextpct, deflists, defgroups, defbufpool, defmaxsize, defretention, defmintime, ",9891,8604,2,2,92,3
9bh0n4rbv3djj,"select pswc.pdb_uid, pswc.state, pswc.restricted, nvl(pswc.upgrade_priority, 4098) from (select p.pdb_uid, p.state, p.restricted, c.upgrade_priority from container$ c, pdbstate$ p where c.con_uid = p.",9859,8655,1,3,64,5
cubcqrdcjb3mz,"select q.eventid, q.oid, t.schema, t.name, q.table_objno,         q.usage, t.udata_type,  q.enable_flag,         q.max_retries, q.retry_delay, q.properties, q.ret_time,         t.flags, t.sort_cols, q",9836,13949,2,4,33,4
67mg3pcuvzb4w,SELECT DDLID FROM DDLID$,9755,7390,1,8,62,3
16zvc7xj54fw3,SELECT Count(*) FROM ROPP$X$KCCDI WHERE RPP_CDBDBID <> 0 AND CON_ID = 0 AND RPP_TIMESTAMP = 0,9731,10165,1,6,66,2
gpydvs5fzjrun,"select name,mgmt_method,num_plan_directives,sub_plan,(select count(*) from resource_plan_directive$ where obj# = :1 and status = :2 and is_subplan <> 0), (select count(*) from resource_plan_directive$",9730,6100,2,8,144,8
avvfapa4gfgc4,"SELECT /*+ NO_STATEMENT_QUEUING RESULT_CACHE (SYSOBJ=TRUE) */ ""OBJ#"",""CLASS_OID"",""JOB_FLAGS"",""CLASS_FLAGS"",""RUN_TIME"",""PRIORITY"",""JOB_STATUS"",""RUNNING_INSTANCE"",""SCHEDULE_LIMIT"",""JOB_WEIGHT"",""INSTANCE",9722,9108,2,0,32,7
32gdpwrjm854v,"select a.chain_guid, a.CHAIN#, b.USER# from sys.bc_chain$ a, sys.bc$ b where a.BC_GUID = b.BC_GUID",9714,7933,1,4,134,2
9pmhm4vq9t8rf,"select nvl(max(spare_id), 0)+1    from sys.session_template_spares$",9714,5502,1,10,50,1
5pnxt7ap1kvc0,"select position#,sequence#,level#,argument,type#,charsetid,charsetform,properties,nvl(length, 0), nvl(precision#, 0),nvl(scale, 0),nvl(radix, 0), type_owner,type_name,type_subname,type_linkname,pls_ty",9705,5738,48,6,286,3
1yy6mrbz80ka5,"insert into WRI$_DBU_CPU_USAGE_SAMPLE (dbid, version, last_sample_date, last_sample_date_num, last_sample_period, total_samples, sample_interval) select dbid, version, NULL, NULL, 0, 0, 43200 from v$d",9703,8703,1,2,144,94
0bzyrc5yb4m22,"insert into sys.aud$( sessionid,entryid,statement,ntimestamp#, userid,userhost,terminal,action#,returncode, logoff$lread,logoff$pread,logoff$lwrite,logoff$dead, logoff$time,comment$text,spare1,clienti",9688,7274,1,0,3,1
0m78skf1mudnb,"select audit$,properties from type_misc$ where obj#=:1",9686,4608,24,12,114,2
g0r5psznj761u,select hashcode from type$ where tvoid=:1,9678,6705,6,8,18,2
2y8mwxx6svurb,"select name, value$, comment$, sid, nvl(spare1,0), nvl(spare2,0), db_uniq_name from pdb_spfile$ where (db_uniq_name= '*' or lower(db_uniq_name)=lower(:1)) and pdb_uid=:2 order by lower(db_uniq_name), ",9654,9049,2,3,77,2
gzrufhxt1cvn3," SELECT user_id                        FROM ALL_USERS WHERE NLSSORT(username, 'NLS_SORT=BINARY') =                              NLSSORT(:user_name, 'NLS_SORT=BINARY')",9630,3473,2,3,50,1
acmvv4fhdc9zh,"select obj#,type#,ctime,mtime,stime, status, dataobj#, flags, oid$, spare1, spare2, spare3, signature, spare7, spare8, spare9, nvl(dflcollid, 16382), creappid, creverid, modappid, modverid, crepatchid",9617,3386,87,0,347,3
72u5s5cjckv13,"INSERT INTO AUDSYS.AUD$UNIFIED (AUDIT_TYPE, SESSIONID, PROXY_SESSIONID, OS_USER, HOST_NAME, TERMINAL, INSTANCE_ID, DBID, AUTHENTICATION_TYPE, USERID, PROXY_USERID, EXTERNAL_USERID, GLOBAL_USERID, CLIE",9598,639,34,0,78,1
cqqpmxa4rx4a0,"SELECT /*+ NO_STATEMENT_QUEUING RESULT_CACHE (SYSOBJ=TRUE) */ ""OBJ#"",""PROGRAM_OID"",""FLAGS"",""JOB_STATUS"",""LAST_START_DATE"",""RETRY_COUNT"",""RUNNING_INSTANCE"",""RUNNING_SLAVE"",""JOB_DEST_ID"" FROM ""SYS"".""SCH",9472,10034,3,4,139,3
00fx7adv5q5gm,"SELECT HOUR, INTRADAY, EXTRADAY FROM BSLN_TIMEGROUPS",9464,10749,1,2,84,1
dwuunm9zgshb3,"SELECT NVL(SUM(D.BLOCKS), 0) FROM X$KEWX_SEGMENTS D, (SELECT DISTINCT O1.SEGMENT_NAME NAME FROM X$KEWX_SEGMENTS O1 WHERE O1.SEGMENT_NAME LIKE 'LOGMNR%' AND O1.SEGMENT_NAME NOT LIKE 'LOGMNRT%' AND O1.S",9426,9515,1,0,30,2
fba3w95qf57xz,"SELECT /* OPT_DYN_SAMP */ /*+ ALL_ROWS IGNORE_WHERE_CLAUSE RESULT_CACHE(SNAPSHOT=3600) opt_param('parallel_execution_enabled', 'false') NO_PARALLEL(SAMPLESUB) NO_PARALLEL_INDEX(SAMPLESUB) NO_SQL_TUNE ",9426,6623,4,0,26,1
fh5ufah919kun,"select /*+ index(idl_sb4$ i_idl_sb41) */ piece#,length,piece from idl_sb4$ where obj#=:1 and part=:2 and version=:3 order by piece#",9415,27091,23,8,118,3
5pcqyjwgd51y5,"SELECT /*+ OPT_PARAM('_parallel_syspls_obey_force' 'false') */ DISTINCT TO_NUMBER(SUBSTR(O.SUBNAME,3)) FROM OBJ$ O, USER$ U WHERE O.NAME = 'WRI$_OPTSTAT_SYNOPSIS$' AND O.OWNER# = U.USER# AND O.NAMESPA",9342,9916,1,0,5,4
5pazx6dft6hru,"select o.owner#, o.name, o.namespace, o.obj#, d.d_timestamp,         nvl(d.property,0), o.type#, o.subname, o.status, d.d_attrs  from dependency$ d, obj$ o   where d.p_obj#=:1  and   (d.p_timestamp=nv",9327,7461,1,4,7,17
6h3cwmunz5z8q,"select col#, grantee#, privilege#,max(mod(nvl(option$,0),2)), max(bitand(nvl(option$,0), 8) /8), max(bitand(nvl(option$,0), 16) /16), max(bitand(nvl(option$,0),64) /64), max(bitand(nvl(option$,0), 128",9311,8112,52,9,133,50
dhx4hx5kz79bf,delete from javaobj$ where obj#=:1,9305,11028,2,2,68,1
4faa5w420ua14,delete /* KSXM:CLEAN_PEND_HIST *//*+ dynamic_sampling(4) */   from sys.wri$_optstat_histgrm_history g   where not exists         (select /*+ unnest */ 1 from sys.obj$ o where o.obj# = g.obj#)     and ,9295,9521,1,2,94,2
786vm3b7ar16k,delete from sqltxl_err$ where obj#=:1,9287,8419,1,1,75,1
7hmzwy3kdmb90,"select name, address, protocol, subscriber_type, subscriber_id  from ""SYS"".""AQ$_ALERT_QT_S""  where queue_name = :1 and  ((bitand(subscriber_type, 1) = 1) OR   (bitand(subscriber_type, 4) = 4) OR   (bi",9284,2241,2,0,13,3
7z9gcz5k2rcf1,"SELECT /* OPT_DYN_SAMP */ /*+ ALL_ROWS IGNORE_WHERE_CLAUSE RESULT_CACHE(SNAPSHOT=3600) opt_param('parallel_execution_enabled', 'false') NO_PARALLEL(SAMPLESUB) NO_PARALLEL_INDEX(SAMPLESUB) NO_SQL_TUNE ",9256,9874,4,0,26,1
7gtfgj3dcttzg,"insert into  WRM$_DATABASE_INSTANCE   (dbid, instance_number, startup_time, parallel, version, db_name, instance_name, host_name, last_ash_sample_id, platform_name, cdb, edition, db_unique_name, datab",9239,6068,1,8,208,2
5n1fs4m2n2y0r,"select pos#,intcol#,col#,spare1,bo#,spare2,spare3 from icol$ where obj#=:1",9235,5630,136,8,614,2
03guhbfpak0w7,"select /*+ index(idl_ub1$ i_idl_ub11) */ piece#,length,piece from idl_ub1$ where obj#=:1 and part=:2 and version=:3 order by piece#",9234,6374,8,7,43,3
2m2kxbf5wp5s3,SELECT WRI$_SQLSET_STMT_ID_SEQ.NEXTVAL FROM DUAL,9211,9125,6,1,32,2
guw87u8x36z8r,"UPDATE WRI$_SQLSET_PLANS SET BIND_DATA = :B4 , BINDS_CAPTURED = :B3 WHERE STMT_ID = :B2 AND PLAN_HASH_VALUE = :B1 ",9174,19517,140,0,434,3
16cffsk1wdzcc,"select exptime, ltime, astatus, lcount, ptime from sys.user$           where user#=:1",9172,10112,1,0,5,1
114ujmcuu3z7b,"select grantee#, privilege#, max(mod(nvl(option$,0),2)),max(bitand(nvl(option$,0), 8) /8), max(bitand(nvl(option$,0), 16) /16), max(bitand(nvl(option$,0), 64) /64), max(bitand(nvl(option$,0), 128) /12",9166,9971,1,1,2,4
