SQL_ID,PLAN_HASH_VALUE,ID,OPERATION,OPTIONS,OBJECT_NAME,OPTIMIZER,COST,CPU_COST,IO_COST,TIME
4pv374h724rgv,869954730,9,FIXED TABLE,FULL,X$KEWX_INDEXES,,,,,
4pv374h724rgv,869954730,10,SORT,JOIN,,,,,,
4pv374h724rgv,869954730,11,FIXED TABLE,FULL,X$KEWX_SEGMENTS,,,,,
67a74rwdfhrju,2420744180,0,SELECT STATEMENT,,,HINT: ALL_ROWS,32.0,,,
67a74rwdfhrju,2420744180,1,SORT,AGGREGATE,,,,,,
67a74rwdfhrju,2420744180,2,PARTITION RANGE,ALL,,,32.0,6309318.0,32.0,1.0
67a74rwdfhrju,2420744180,3,TABLE ACCESS,FULL,WRI$_OPTSTAT_HISTHEAD_HISTORY,,32.0,6309318.0,32.0,1.0
8un1u4spqwrn1,2541854382,0,DELETE STATEMENT,,,ALL_ROWS,1.0,,,
8un1u4spqwrn1,2541854382,1,DELETE,,RECENT_RESOURCE_INCARNATIONS$,,,,,
8un1u4spqwrn1,2541854382,2,INDEX,FULL SCAN,RECENT_RESOURCE_INCARNATIONS$P,,0.0,251.0,0.0,
3f4yxm9y6srnk,797886106,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
3f4yxm9y6srnk,797886106,1,NESTED LOOPS,,,,2.0,22976.0,2.0,1.0
3f4yxm9y6srnk,797886106,2,NESTED LOOPS,,,,2.0,22976.0,2.0,1.0
3f4yxm9y6srnk,797886106,3,INDEX,FULL SCAN,I1_QUEUE_TABLES,,1.0,13121.0,1.0,1.0
3f4yxm9y6srnk,797886106,4,INDEX,UNIQUE SCAN,AQ$_QTABLE_AFFINITIES_PK,,0.0,1050.0,0.0,
3f4yxm9y6srnk,797886106,5,TABLE ACCESS,BY INDEX ROWID,AQ$_QUEUE_TABLE_AFFINITIES,,1.0,9854.0,1.0,1.0
3f4yxm9y6srnk,797886106,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
3f4yxm9y6srnk,797886106,1,NESTED LOOPS,,,,2.0,22976.0,2.0,1.0
3f4yxm9y6srnk,797886106,2,NESTED LOOPS,,,,2.0,22976.0,2.0,1.0
3f4yxm9y6srnk,797886106,3,INDEX,FULL SCAN,I1_QUEUE_TABLES,,1.0,13121.0,1.0,1.0
3f4yxm9y6srnk,797886106,4,INDEX,UNIQUE SCAN,AQ$_QTABLE_AFFINITIES_PK,,0.0,1050.0,0.0,
3f4yxm9y6srnk,797886106,5,TABLE ACCESS,BY INDEX ROWID,AQ$_QUEUE_TABLE_AFFINITIES,,1.0,9854.0,1.0,1.0
cn6hhn36a4rrs,3845132125,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
cn6hhn36a4rrs,3845132125,1,TABLE ACCESS,BY INDEX ROWID BATCHED,CDEF$,,2.0,16313.0,2.0,1.0
cn6hhn36a4rrs,3845132125,2,INDEX,RANGE SCAN,I_CDEF3,,1.0,7721.0,1.0,1.0
cn6hhn36a4rrs,3845132125,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
cn6hhn36a4rrs,3845132125,1,TABLE ACCESS,BY INDEX ROWID BATCHED,CDEF$,,2.0,16313.0,2.0,1.0
cn6hhn36a4rrs,3845132125,2,INDEX,RANGE SCAN,I_CDEF3,,1.0,7721.0,1.0,1.0
cn6hhn36a4rrs,3845132125,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
cn6hhn36a4rrs,3845132125,1,TABLE ACCESS,BY INDEX ROWID BATCHED,CDEF$,,2.0,16313.0,2.0,1.0
cn6hhn36a4rrs,3845132125,2,INDEX,RANGE SCAN,I_CDEF3,,1.0,7721.0,1.0,1.0
cn6hhn36a4rrs,3845132125,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
cn6hhn36a4rrs,3845132125,1,TABLE ACCESS,BY INDEX ROWID BATCHED,CDEF$,,2.0,,2.0,
cn6hhn36a4rrs,3845132125,2,INDEX,RANGE SCAN,I_CDEF3,,1.0,,1.0,
cn6hhn36a4rrs,3845132125,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
cn6hhn36a4rrs,3845132125,1,TABLE ACCESS,BY INDEX ROWID BATCHED,CDEF$,,2.0,,2.0,
cn6hhn36a4rrs,3845132125,2,INDEX,RANGE SCAN,I_CDEF3,,1.0,,1.0,
cn6hhn36a4rrs,3845132125,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
cn6hhn36a4rrs,3845132125,1,TABLE ACCESS,BY INDEX ROWID BATCHED,CDEF$,,2.0,16313.0,2.0,1.0
cn6hhn36a4rrs,3845132125,2,INDEX,RANGE SCAN,I_CDEF3,,1.0,7721.0,1.0,1.0
cn6hhn36a4rrs,3845132125,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
cn6hhn36a4rrs,3845132125,1,TABLE ACCESS,BY INDEX ROWID BATCHED,CDEF$,,2.0,,2.0,
cn6hhn36a4rrs,3845132125,2,INDEX,RANGE SCAN,I_CDEF3,,1.0,,1.0,
63r9sp2vyhryv,1259458950,0,DELETE STATEMENT,,,CHOOSE,3.0,,,
63r9sp2vyhryv,1259458950,1,DELETE,,WRI$_OPTSTAT_OPR_TASKS,,,,,
63r9sp2vyhryv,1259458950,2,COUNT,STOPKEY,,,,,,
63r9sp2vyhryv,1259458950,3,TABLE ACCESS,BY INDEX ROWID BATCHED,WRI$_OPTSTAT_OPR_TASKS,,3.0,48624.0,3.0,1.0
63r9sp2vyhryv,1259458950,4,INDEX,RANGE SCAN,I_WRI$_OPTSTAT_OPR_TASKS_STIME,,2.0,25843.0,2.0,1.0
8rfhqfbwpss1h,749386351,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
8rfhqfbwpss1h,749386351,1,TABLE ACCESS,BY INDEX ROWID,VIEW$,,2.0,15583.0,2.0,1.0
8rfhqfbwpss1h,749386351,2,INDEX,UNIQUE SCAN,I_VIEW1,,1.0,8171.0,1.0,1.0
8rfhqfbwpss1h,749386351,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
8rfhqfbwpss1h,749386351,1,TABLE ACCESS,BY INDEX ROWID,VIEW$,,2.0,15583.0,2.0,1.0
8rfhqfbwpss1h,749386351,2,INDEX,UNIQUE SCAN,I_VIEW1,,1.0,8171.0,1.0,1.0
8rfhqfbwpss1h,749386351,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
8rfhqfbwpss1h,749386351,1,TABLE ACCESS,BY INDEX ROWID,VIEW$,,2.0,15583.0,2.0,1.0
8rfhqfbwpss1h,749386351,2,INDEX,UNIQUE SCAN,I_VIEW1,,1.0,8171.0,1.0,1.0
8rfhqfbwpss1h,749386351,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
8rfhqfbwpss1h,749386351,1,TABLE ACCESS,BY INDEX ROWID,VIEW$,,2.0,15583.0,2.0,1.0
8rfhqfbwpss1h,749386351,2,INDEX,UNIQUE SCAN,I_VIEW1,,1.0,8171.0,1.0,1.0
8rfhqfbwpss1h,749386351,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
8rfhqfbwpss1h,749386351,1,TABLE ACCESS,BY INDEX ROWID,VIEW$,,2.0,15583.0,2.0,1.0
8rfhqfbwpss1h,749386351,2,INDEX,UNIQUE SCAN,I_VIEW1,,1.0,8171.0,1.0,1.0
8rfhqfbwpss1h,749386351,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
8rfhqfbwpss1h,749386351,1,TABLE ACCESS,BY INDEX ROWID,VIEW$,,2.0,15583.0,2.0,1.0
8rfhqfbwpss1h,749386351,2,INDEX,UNIQUE SCAN,I_VIEW1,,1.0,8171.0,1.0,1.0
24hy8c08u0s1r,823807993,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
24hy8c08u0s1r,823807993,1,SORT,AGGREGATE,,,,,,
24hy8c08u0s1r,823807993,2,TABLE ACCESS,FULL,XDB$CDBPORTS,,2.0,7121.0,2.0,1.0
4m7m0t6fjcs5x,1935744642,0,UPDATE STATEMENT,,,CHOOSE,1.0,,,
4m7m0t6fjcs5x,1935744642,1,UPDATE,,SEQ$,,,,,
4m7m0t6fjcs5x,1935744642,2,INDEX,UNIQUE SCAN,I_SEQ1,,0.0,1050.0,0.0,
4m7m0t6fjcs5x,1935744642,0,UPDATE STATEMENT,,,CHOOSE,1.0,,,
4m7m0t6fjcs5x,1935744642,1,UPDATE,,SEQ$,,,,,
4m7m0t6fjcs5x,1935744642,2,INDEX,UNIQUE SCAN,I_SEQ1,,0.0,1050.0,0.0,
4m7m0t6fjcs5x,1935744642,0,UPDATE STATEMENT,,,CHOOSE,1.0,,,
4m7m0t6fjcs5x,1935744642,1,UPDATE,,SEQ$,,,,,
4m7m0t6fjcs5x,1935744642,2,INDEX,UNIQUE SCAN,I_SEQ1,,0.0,1050.0,0.0,
4m7m0t6fjcs5x,1935744642,0,UPDATE STATEMENT,,,CHOOSE,1.0,,,
4m7m0t6fjcs5x,1935744642,1,UPDATE,,SEQ$,,,,,
4m7m0t6fjcs5x,1935744642,2,INDEX,UNIQUE SCAN,I_SEQ1,,0.0,1050.0,0.0,
fs7h3cb49hs7s,120807157,0,SELECT STATEMENT,,,CHOOSE,,,,
fs7h3cb49hs7s,120807157,1,SORT,AGGREGATE,,,,,,
fs7h3cb49hs7s,120807157,2,TABLE ACCESS,BY INDEX ROWID,STATS_ADVISOR_FILTER_OBJ$,,,,,
fs7h3cb49hs7s,120807157,3,INDEX,RANGE SCAN,I_STATS_ADVISOR_FILTER_OBJ$,,,,,
fs7h3cb49hs7s,120807157,0,SELECT STATEMENT,,,CHOOSE,,,,
fs7h3cb49hs7s,120807157,1,SORT,AGGREGATE,,,,,,
fs7h3cb49hs7s,120807157,2,TABLE ACCESS,BY INDEX ROWID,STATS_ADVISOR_FILTER_OBJ$,,,,,
fs7h3cb49hs7s,120807157,3,INDEX,RANGE SCAN,I_STATS_ADVISOR_FILTER_OBJ$,,,,,
fs7h3cb49hs7s,120807157,0,SELECT STATEMENT,,,CHOOSE,,,,
fs7h3cb49hs7s,120807157,1,SORT,AGGREGATE,,,,,,
fs7h3cb49hs7s,120807157,2,TABLE ACCESS,BY INDEX ROWID,STATS_ADVISOR_FILTER_OBJ$,,,,,
fs7h3cb49hs7s,120807157,3,INDEX,RANGE SCAN,I_STATS_ADVISOR_FILTER_OBJ$,,,,,
fs7h3cb49hs7s,120807157,0,SELECT STATEMENT,,,CHOOSE,,,,
fs7h3cb49hs7s,120807157,1,SORT,AGGREGATE,,,,,,
fs7h3cb49hs7s,120807157,2,TABLE ACCESS,BY INDEX ROWID,STATS_ADVISOR_FILTER_OBJ$,,,,,
fs7h3cb49hs7s,120807157,3,INDEX,RANGE SCAN,I_STATS_ADVISOR_FILTER_OBJ$,,,,,
gb7k24hgjws8h,3503541061,0,SELECT STATEMENT,,,CHOOSE,5.0,,,
gb7k24hgjws8h,3503541061,1,HASH JOIN,,,,5.0,31826.0,5.0,1.0
gb7k24hgjws8h,3503541061,2,NESTED LOOPS,,,,5.0,31826.0,5.0,1.0
gb7k24hgjws8h,3503541061,3,STATISTICS COLLECTOR,,,,,,,
gb7k24hgjws8h,3503541061,4,HASH JOIN,,,,4.0,23484.0,4.0,1.0
gb7k24hgjws8h,3503541061,5,NESTED LOOPS,,,,4.0,23484.0,4.0,1.0
gb7k24hgjws8h,3503541061,6,STATISTICS COLLECTOR,,,,,,,
gb7k24hgjws8h,3503541061,7,TABLE ACCESS,FULL,RULE_SET_RE$,,2.0,7981.0,2.0,1.0
gb7k24hgjws8h,3503541061,8,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJ$,,2.0,15503.0,2.0,1.0
gb7k24hgjws8h,3503541061,9,INDEX,RANGE SCAN,I_OBJ1,,1.0,8171.0,1.0,1.0
gb7k24hgjws8h,3503541061,10,INDEX,FAST FULL SCAN,I_OBJ5,,1.0,8171.0,1.0,1.0
gb7k24hgjws8h,3503541061,11,TABLE ACCESS,CLUSTER,USER$,,1.0,8341.0,1.0,1.0
gb7k24hgjws8h,3503541061,12,INDEX,UNIQUE SCAN,I_USER#,,0.0,1050.0,0.0,
gb7k24hgjws8h,3503541061,13,TABLE ACCESS,FULL,USER$,,1.0,8341.0,1.0,1.0
0576dn78v0sa8,2790004782,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
0576dn78v0sa8,2790004782,1,TABLE ACCESS,FULL,AQ$_AQ_PROP_TABLE_L,,2.0,7121.0,2.0,1.0
0576dn78v0sa8,2790004782,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
0576dn78v0sa8,2790004782,1,TABLE ACCESS,FULL,AQ$_AQ_PROP_TABLE_L,,2.0,7121.0,2.0,1.0
dnw4gjpv5ssfr,987508402,0,SELECT STATEMENT,,,CHOOSE,,,,
dnw4gjpv5ssfr,987508402,1,SORT,AGGREGATE,,,,,,
dnw4gjpv5ssfr,987508402,2,INDEX,FULL SCAN (MIN/MAX),AQ$_AQ_EVENT_TABLE_T,,,,,
dnw4gjpv5ssfr,987508402,0,SELECT STATEMENT,,,CHOOSE,,,,
dnw4gjpv5ssfr,987508402,1,SORT,AGGREGATE,,,,,,
dnw4gjpv5ssfr,987508402,2,INDEX,FULL SCAN (MIN/MAX),AQ$_AQ_EVENT_TABLE_T,,,,,
bku5fwd8bhsn6,1864503931,0,SELECT STATEMENT,,,CHOOSE,28.0,,,
bku5fwd8bhsn6,1864503931,1,SORT,AGGREGATE,,,,,,
bku5fwd8bhsn6,1864503931,2,COUNT,STOPKEY,,,,,,
bku5fwd8bhsn6,1864503931,3,FILTER,,,,,,,
bku5fwd8bhsn6,1864503931,4,HASH JOIN,OUTER,,,28.0,4378374.0,28.0,1.0
bku5fwd8bhsn6,1864503931,5,TABLE ACCESS,FULL,WRI$_OPTSTAT_OPR,,3.0,55387.0,3.0,1.0
bku5fwd8bhsn6,1864503931,6,TABLE ACCESS,FULL,WRI$_OPTSTAT_OPR_TASKS,,25.0,3135737.0,25.0,1.0
bku5fwd8bhsn6,1864503931,0,SELECT STATEMENT,,,CHOOSE,33.0,,,
bku5fwd8bhsn6,1864503931,1,SORT,AGGREGATE,,,,,,
bku5fwd8bhsn6,1864503931,2,COUNT,STOPKEY,,,,,,
bku5fwd8bhsn6,1864503931,3,FILTER,,,,,,,
bku5fwd8bhsn6,1864503931,4,HASH JOIN,OUTER,,,33.0,4754436.0,33.0,1.0
bku5fwd8bhsn6,1864503931,5,TABLE ACCESS,FULL,WRI$_OPTSTAT_OPR,,3.0,55387.0,3.0,1.0
bku5fwd8bhsn6,1864503931,6,TABLE ACCESS,FULL,WRI$_OPTSTAT_OPR_TASKS,,30.0,3460998.0,30.0,1.0
dm7866y42nspx,2683613109,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
dm7866y42nspx,2683613109,1,SORT,AGGREGATE,,,,,,
dm7866y42nspx,2683613109,2,TABLE ACCESS,FULL,SERVICE$,,2.0,7121.0,2.0,1.0
3qdz4tzym0ssp,2542346851,0,SELECT STATEMENT,,,CHOOSE,1.0,,,
3qdz4tzym0ssp,2542346851,1,SORT,AGGREGATE,,,,,,
3qdz4tzym0ssp,2542346851,2,INDEX,FULL SCAN (MIN/MAX),SYS_IOT_TOP_21488,,1.0,7321.0,1.0,1.0
3qdz4tzym0ssp,1778613566,0,SELECT STATEMENT,,,CHOOSE,1.0,,,
3qdz4tzym0ssp,1778613566,1,SORT,AGGREGATE,,,,,,
3qdz4tzym0ssp,1778613566,2,INDEX,FULL SCAN (MIN/MAX),SYS_IOT_TOP_21491,,1.0,7321.0,1.0,1.0
51ubcvhcn0ssq,3379694272,0,DELETE STATEMENT,,,CHOOSE,2.0,,,
51ubcvhcn0ssq,3379694272,1,DELETE,,COMPRESSION_STAT$,,,,,
51ubcvhcn0ssq,3379694272,2,TABLE ACCESS,FULL,COMPRESSION_STAT$,,2.0,7121.0,2.0,1.0
anbyszxuhnt29,108095504,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
anbyszxuhnt29,108095504,1,TABLE ACCESS,CLUSTER,LIBRARY$,,2.0,15503.0,2.0,1.0
anbyszxuhnt29,108095504,2,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,8171.0,1.0,1.0
anbyszxuhnt29,108095504,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
anbyszxuhnt29,108095504,1,TABLE ACCESS,CLUSTER,LIBRARY$,,2.0,15503.0,2.0,1.0
anbyszxuhnt29,108095504,2,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,8171.0,1.0,1.0
anbyszxuhnt29,108095504,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
anbyszxuhnt29,108095504,1,TABLE ACCESS,CLUSTER,LIBRARY$,,2.0,15503.0,2.0,1.0
anbyszxuhnt29,108095504,2,INDEX,UNIQUE SCAN,I_OBJ#,,1.0,8171.0,1.0,1.0
8nwsztmf3wt4w,3290949889,0,SELECT STATEMENT,,,CHOOSE,4.0,,,
8nwsztmf3wt4w,3290949889,1,SORT,GROUP BY,,,4.0,36890913.0,3.0,1.0
8nwsztmf3wt4w,3290949889,2,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJAUTH$,,3.0,22344.0,3.0,1.0
8nwsztmf3wt4w,3290949889,3,INDEX,RANGE SCAN,I_OBJAUTH2,,2.0,14643.0,2.0,1.0
8nwsztmf3wt4w,3290949889,0,SELECT STATEMENT,,,CHOOSE,4.0,,,
8nwsztmf3wt4w,3290949889,1,SORT,GROUP BY,,,4.0,36890913.0,3.0,1.0
8nwsztmf3wt4w,3290949889,2,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJAUTH$,,3.0,22344.0,3.0,1.0
8nwsztmf3wt4w,3290949889,3,INDEX,RANGE SCAN,I_OBJAUTH2,,2.0,14643.0,2.0,1.0
8nwsztmf3wt4w,3290949889,0,SELECT STATEMENT,,,CHOOSE,4.0,,,
8nwsztmf3wt4w,3290949889,1,SORT,GROUP BY,,,4.0,37845129.0,3.0,1.0
8nwsztmf3wt4w,3290949889,2,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJAUTH$,,3.0,22344.0,3.0,1.0
8nwsztmf3wt4w,3290949889,3,INDEX,RANGE SCAN,I_OBJAUTH2,,2.0,14643.0,2.0,1.0
8m2740gp00tbk,1331904182,0,SELECT STATEMENT,,,CHOOSE,9.0,,,
8m2740gp00tbk,1331904182,1,SORT,AGGREGATE,,,,,,
8m2740gp00tbk,1331904182,2,FILTER,,,,,,,
8m2740gp00tbk,1331904182,3,HASH JOIN,,,,9.0,85757.0,9.0,1.0
8m2740gp00tbk,1331904182,4,NESTED LOOPS,,,,9.0,85757.0,9.0,1.0
8m2740gp00tbk,1331904182,5,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,1331904182,6,HASH JOIN,OUTER,,,8.0,77436.0,8.0,1.0
8m2740gp00tbk,1331904182,7,NESTED LOOPS,OUTER,,,8.0,77436.0,8.0,1.0
8m2740gp00tbk,1331904182,8,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,1331904182,9,HASH JOIN,OUTER,,,7.0,68224.0,7.0,1.0
8m2740gp00tbk,1331904182,10,NESTED LOOPS,OUTER,,,7.0,68224.0,7.0,1.0
8m2740gp00tbk,1331904182,11,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,1331904182,12,NESTED LOOPS,OUTER,,,6.0,60903.0,6.0,1.0
8m2740gp00tbk,1331904182,13,HASH JOIN,OUTER,,,6.0,59003.0,6.0,1.0
8m2740gp00tbk,1331904182,14,NESTED LOOPS,OUTER,,,6.0,59003.0,6.0,1.0
8m2740gp00tbk,1331904182,15,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,1331904182,16,HASH JOIN,OUTER,,,5.0,50831.0,5.0,1.0
8m2740gp00tbk,1331904182,17,NESTED LOOPS,OUTER,,,5.0,50831.0,5.0,1.0
8m2740gp00tbk,1331904182,18,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,1331904182,19,NESTED LOOPS,OUTER,,,4.0,42660.0,4.0,1.0
8m2740gp00tbk,1331904182,20,NESTED LOOPS,OUTER,,,4.0,41610.0,4.0,1.0
8m2740gp00tbk,1331904182,21,HASH JOIN,,,,4.0,40560.0,4.0,1.0
8m2740gp00tbk,1331904182,22,NESTED LOOPS,,,,4.0,40560.0,4.0,1.0
8m2740gp00tbk,1331904182,23,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,1331904182,24,HASH JOIN,,,,3.0,30505.0,3.0,1.0
8m2740gp00tbk,1331904182,25,NESTED LOOPS,,,,3.0,30505.0,3.0,1.0
8m2740gp00tbk,1331904182,26,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,1331904182,27,MERGE JOIN,CARTESIAN,,,2.0,23184.0,2.0,1.0
8m2740gp00tbk,1331904182,28,NESTED LOOPS,,,,0.0,7101.0,0.0,
8m2740gp00tbk,1331904182,29,FIXED TABLE,FIXED INDEX,X$KSPPI (ind:1),,0.0,3551.0,0.0,
8m2740gp00tbk,1331904182,30,FIXED TABLE,FIXED INDEX,X$KSPPCV (ind:1),,0.0,3551.0,0.0,
8m2740gp00tbk,1331904182,31,BUFFER,SORT,,,2.0,19633.0,2.0,1.0
8m2740gp00tbk,1331904182,32,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJ$,,2.0,16083.0,2.0,1.0
8m2740gp00tbk,1331904182,33,INDEX,RANGE SCAN,I_OBJ5,,1.0,8171.0,1.0,1.0
8m2740gp00tbk,1331904182,34,INDEX,RANGE SCAN,I_USER2,,1.0,7321.0,1.0,1.0
8m2740gp00tbk,1331904182,35,INDEX,FULL SCAN,I_USER2,,1.0,7321.0,1.0,1.0
8m2740gp00tbk,1331904182,36,TABLE ACCESS,CLUSTER,TAB$,,1.0,10054.0,1.0,1.0
8m2740gp00tbk,1331904182,37,INDEX,UNIQUE SCAN,I_OBJ#,,0.0,1900.0,0.0,
8m2740gp00tbk,1331904182,38,TABLE ACCESS,FULL,TAB$,,1.0,10054.0,1.0,1.0
8m2740gp00tbk,1331904182,39,INDEX,RANGE SCAN,I_IMSVC1,,0.0,1050.0,0.0,
8m2740gp00tbk,1331904182,40,INDEX,UNIQUE SCAN,I_EXTERNAL_TAB1$,,0.0,1050.0,0.0,
8m2740gp00tbk,1331904182,41,INDEX,RANGE SCAN,I_OBJ1,,1.0,8171.0,1.0,1.0
8m2740gp00tbk,1331904182,42,INDEX,FAST FULL SCAN,I_OBJ1,,1.0,8171.0,1.0,1.0
8m2740gp00tbk,1331904182,43,INDEX,RANGE SCAN,I_OBJ1,,1.0,8171.0,1.0,1.0
8m2740gp00tbk,1331904182,44,INDEX,FAST FULL SCAN,I_OBJ1,,1.0,8171.0,1.0,1.0
8m2740gp00tbk,1331904182,45,INDEX,UNIQUE SCAN,I_DEFERRED_STG1,,0.0,1900.0,0.0,
8m2740gp00tbk,1331904182,46,INDEX,RANGE SCAN,I_USER2,,1.0,7321.0,1.0,1.0
8m2740gp00tbk,1331904182,47,INDEX,FULL SCAN,I_USER2,,1.0,7321.0,1.0,1.0
8m2740gp00tbk,1331904182,48,TABLE ACCESS,CLUSTER,SEG$,,1.0,9211.0,1.0,1.0
8m2740gp00tbk,1331904182,49,INDEX,UNIQUE SCAN,I_FILE#_BLOCK#,,0.0,1900.0,0.0,
8m2740gp00tbk,1331904182,50,TABLE ACCESS,FULL,SEG$,,1.0,9211.0,1.0,1.0
8m2740gp00tbk,1331904182,51,TABLE ACCESS,CLUSTER,TS$,,1.0,8321.0,1.0,1.0
8m2740gp00tbk,1331904182,52,INDEX,UNIQUE SCAN,I_TS#,,0.0,1050.0,0.0,
8m2740gp00tbk,1331904182,53,TABLE ACCESS,FULL,TS$,,1.0,8321.0,1.0,1.0
8m2740gp00tbk,1331904182,54,TABLE ACCESS,BY INDEX ROWID BATCHED,USER_EDITIONING$,,2.0,15083.0,2.0,1.0
8m2740gp00tbk,1331904182,55,INDEX,RANGE SCAN,I_USER_EDITIONING,,1.0,7521.0,1.0,1.0
8m2740gp00tbk,1331904182,56,TABLE ACCESS,BY INDEX ROWID BATCHED,USER_EDITIONING$,,2.0,15083.0,2.0,1.0
8m2740gp00tbk,1331904182,57,INDEX,RANGE SCAN,I_USER_EDITIONING,,1.0,7521.0,1.0,1.0
8m2740gp00tbk,1331904182,58,NESTED LOOPS,,,,2.0,16493.0,2.0,1.0
8m2740gp00tbk,1331904182,59,INDEX,SKIP SCAN,I_USER2,,1.0,7321.0,1.0,1.0
8m2740gp00tbk,1331904182,60,INDEX,RANGE SCAN,I_OBJ4,,1.0,9171.0,1.0,1.0
8m2740gp00tbk,430695289,0,SELECT STATEMENT,,,CHOOSE,9.0,,,
8m2740gp00tbk,430695289,1,SORT,AGGREGATE,,,,,,
8m2740gp00tbk,430695289,2,FILTER,,,,,,,
8m2740gp00tbk,430695289,3,HASH JOIN,,,,9.0,84907.0,9.0,1.0
8m2740gp00tbk,430695289,4,NESTED LOOPS,,,,9.0,84907.0,9.0,1.0
8m2740gp00tbk,430695289,5,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,430695289,6,HASH JOIN,OUTER,,,8.0,76586.0,8.0,1.0
8m2740gp00tbk,430695289,7,NESTED LOOPS,OUTER,,,8.0,76586.0,8.0,1.0
8m2740gp00tbk,430695289,8,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,430695289,9,HASH JOIN,OUTER,,,7.0,67374.0,7.0,1.0
8m2740gp00tbk,430695289,10,NESTED LOOPS,OUTER,,,7.0,67374.0,7.0,1.0
8m2740gp00tbk,430695289,11,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,430695289,12,HASH JOIN,OUTER,,,6.0,60053.0,6.0,1.0
8m2740gp00tbk,430695289,13,NESTED LOOPS,OUTER,,,6.0,60053.0,6.0,1.0
8m2740gp00tbk,430695289,14,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,430695289,15,NESTED LOOPS,OUTER,,,5.0,51881.0,5.0,1.0
8m2740gp00tbk,430695289,16,HASH JOIN,OUTER,,,5.0,50831.0,5.0,1.0
8m2740gp00tbk,430695289,17,NESTED LOOPS,OUTER,,,5.0,50831.0,5.0,1.0
8m2740gp00tbk,430695289,18,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,430695289,19,NESTED LOOPS,OUTER,,,4.0,42660.0,4.0,1.0
8m2740gp00tbk,430695289,20,NESTED LOOPS,OUTER,,,4.0,41610.0,4.0,1.0
8m2740gp00tbk,430695289,21,HASH JOIN,,,,4.0,40560.0,4.0,1.0
8m2740gp00tbk,430695289,22,NESTED LOOPS,,,,4.0,40560.0,4.0,1.0
8m2740gp00tbk,430695289,23,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,430695289,24,HASH JOIN,,,,3.0,30505.0,3.0,1.0
8m2740gp00tbk,430695289,25,NESTED LOOPS,,,,3.0,30505.0,3.0,1.0
8m2740gp00tbk,430695289,26,STATISTICS COLLECTOR,,,,,,,
8m2740gp00tbk,430695289,27,MERGE JOIN,CARTESIAN,,,2.0,23184.0,2.0,1.0
8m2740gp00tbk,430695289,28,NESTED LOOPS,,,,0.0,7101.0,0.0,
8m2740gp00tbk,430695289,29,FIXED TABLE,FIXED INDEX,X$KSPPI (ind:1),,0.0,3551.0,0.0,
8m2740gp00tbk,430695289,30,FIXED TABLE,FIXED INDEX,X$KSPPCV (ind:1),,0.0,3551.0,0.0,
8m2740gp00tbk,430695289,31,BUFFER,SORT,,,2.0,19633.0,2.0,1.0
8m2740gp00tbk,430695289,32,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJ$,,2.0,16083.0,2.0,1.0
8m2740gp00tbk,430695289,33,INDEX,RANGE SCAN,I_OBJ5,,1.0,8171.0,1.0,1.0
