SQL_ID,PLAN_HASH_VALUE,ID,OPERATION,OPTIONS,OBJECT_NAME,OPTIMIZER,COST,CPU_COST,IO_COST,TIME
cvnf9c2bfhj9g,2161114502,58,FIXED TABLE,FULL,X$KZSPR,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,59,FILTER,,,,,,,
cvnf9c2bfhj9g,2161114502,60,HASH JOIN,,,,5.0,,5.0,
cvnf9c2bfhj9g,2161114502,61,NESTED LOOPS,,,,5.0,,5.0,
cvnf9c2bfhj9g,2161114502,62,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2161114502,63,HASH JOIN,,,,4.0,,4.0,
cvnf9c2bfhj9g,2161114502,64,NESTED LOOPS,,,,4.0,,4.0,
cvnf9c2bfhj9g,2161114502,65,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2161114502,66,NESTED LOOPS,,,,3.0,,3.0,
cvnf9c2bfhj9g,2161114502,67,NESTED LOOPS,OUTER,,,2.0,,2.0,
cvnf9c2bfhj9g,2161114502,68,NESTED LOOPS,,,,2.0,,2.0,
cvnf9c2bfhj9g,2161114502,69,TABLE ACCESS,BY INDEX ROWID,USER$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,70,INDEX,UNIQUE SCAN,I_USER1,,,,,
cvnf9c2bfhj9g,2161114502,71,INDEX,RANGE SCAN,I_OBJ2,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,72,INDEX,RANGE SCAN,I_IMSVC1,,,,,
cvnf9c2bfhj9g,2161114502,73,TABLE ACCESS,BY INDEX ROWID,TABCOMPART$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,74,INDEX,UNIQUE SCAN,I_TABCOMPART$,,,,,
cvnf9c2bfhj9g,2161114502,75,TABLE ACCESS,CLUSTER,TS$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,76,INDEX,UNIQUE SCAN,I_TS#,,,,,
cvnf9c2bfhj9g,2161114502,77,TABLE ACCESS,FULL,TS$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,78,TABLE ACCESS,CLUSTER,TAB$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,79,INDEX,UNIQUE SCAN,I_OBJ#,,,,,
cvnf9c2bfhj9g,2161114502,80,TABLE ACCESS,FULL,TAB$,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,81,NESTED LOOPS,SEMI,,,2.0,,2.0,
cvnf9c2bfhj9g,2161114502,82,FIXED TABLE,FULL,X$KZSRO,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,83,INDEX,RANGE SCAN,I_OBJAUTH2,,1.0,,1.0,
cvnf9c2bfhj9g,2161114502,84,FIXED TABLE,FULL,X$KZSPR,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,0,SELECT STATEMENT,,,ALL_ROWS,18.0,,,
cvnf9c2bfhj9g,2764801989,1,VIEW,,ALL_TAB_PARTITIONS,,18.0,,18.0,
cvnf9c2bfhj9g,2764801989,2,UNION-ALL,,,,,,,
cvnf9c2bfhj9g,2764801989,3,FILTER,,,,,,,
cvnf9c2bfhj9g,2764801989,4,HASH JOIN,,,,6.0,,6.0,
cvnf9c2bfhj9g,2764801989,5,NESTED LOOPS,,,,6.0,,6.0,
cvnf9c2bfhj9g,2764801989,6,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2764801989,7,HASH JOIN,,,,5.0,,5.0,
cvnf9c2bfhj9g,2764801989,8,NESTED LOOPS,,,,5.0,,5.0,
cvnf9c2bfhj9g,2764801989,9,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2764801989,10,HASH JOIN,OUTER,,,4.0,,4.0,
cvnf9c2bfhj9g,2764801989,11,NESTED LOOPS,OUTER,,,4.0,,4.0,
cvnf9c2bfhj9g,2764801989,12,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2764801989,13,HASH JOIN,,,,3.0,,3.0,
cvnf9c2bfhj9g,2764801989,14,NESTED LOOPS,,,,3.0,,3.0,
cvnf9c2bfhj9g,2764801989,15,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2764801989,16,NESTED LOOPS,OUTER,,,2.0,,2.0,
cvnf9c2bfhj9g,2764801989,17,NESTED LOOPS,,,,2.0,,2.0,
cvnf9c2bfhj9g,2764801989,18,TABLE ACCESS,BY INDEX ROWID,USER$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,19,INDEX,UNIQUE SCAN,I_USER1,,,,,
cvnf9c2bfhj9g,2764801989,20,INDEX,RANGE SCAN,I_OBJ2,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,21,INDEX,RANGE SCAN,I_IMSVC1,,,,,
cvnf9c2bfhj9g,2764801989,22,TABLE ACCESS,BY INDEX ROWID,TABPART$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,23,INDEX,UNIQUE SCAN,I_TABPART_OBJ$,,,,,
cvnf9c2bfhj9g,2764801989,24,TABLE ACCESS,FULL,TABPART$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,25,TABLE ACCESS,CLUSTER,SEG$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,26,INDEX,UNIQUE SCAN,I_FILE#_BLOCK#,,,,,
cvnf9c2bfhj9g,2764801989,27,TABLE ACCESS,FULL,SEG$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,28,TABLE ACCESS,CLUSTER,TAB$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,29,INDEX,UNIQUE SCAN,I_OBJ#,,,,,
cvnf9c2bfhj9g,2764801989,30,TABLE ACCESS,FULL,TAB$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,31,TABLE ACCESS,CLUSTER,TS$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,32,INDEX,UNIQUE SCAN,I_TS#,,,,,
cvnf9c2bfhj9g,2764801989,33,TABLE ACCESS,FULL,TS$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,34,HASH JOIN,SEMI,,,4.0,,4.0,
cvnf9c2bfhj9g,2764801989,35,INDEX,RANGE SCAN,I_OBJAUTH1,,2.0,,2.0,
cvnf9c2bfhj9g,2764801989,36,FIXED TABLE,FULL,X$KZSRO,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,37,FIXED TABLE,FULL,X$KZSPR,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,38,FILTER,,,,,,,
cvnf9c2bfhj9g,2764801989,39,HASH JOIN,,,,4.0,,4.0,
cvnf9c2bfhj9g,2764801989,40,NESTED LOOPS,,,,4.0,,4.0,
cvnf9c2bfhj9g,2764801989,41,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2764801989,42,HASH JOIN,,,,3.0,,3.0,
cvnf9c2bfhj9g,2764801989,43,NESTED LOOPS,,,,3.0,,3.0,
cvnf9c2bfhj9g,2764801989,44,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2764801989,45,NESTED LOOPS,,,,2.0,,2.0,
cvnf9c2bfhj9g,2764801989,46,TABLE ACCESS,BY INDEX ROWID,USER$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,47,INDEX,UNIQUE SCAN,I_USER1,,,,,
cvnf9c2bfhj9g,2764801989,48,INDEX,RANGE SCAN,I_OBJ2,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,49,TABLE ACCESS,BY INDEX ROWID,TABPART$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,50,INDEX,UNIQUE SCAN,I_TABPART_OBJ$,,,,,
cvnf9c2bfhj9g,2764801989,51,TABLE ACCESS,FULL,TABPART$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,52,TABLE ACCESS,CLUSTER,TAB$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,53,INDEX,UNIQUE SCAN,I_OBJ#,,,,,
cvnf9c2bfhj9g,2764801989,54,TABLE ACCESS,FULL,TAB$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,55,HASH JOIN,SEMI,,,4.0,,4.0,
cvnf9c2bfhj9g,2764801989,56,INDEX,RANGE SCAN,I_OBJAUTH1,,2.0,,2.0,
cvnf9c2bfhj9g,2764801989,57,FIXED TABLE,FULL,X$KZSRO,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,58,FIXED TABLE,FULL,X$KZSPR,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,59,FILTER,,,,,,,
cvnf9c2bfhj9g,2764801989,60,HASH JOIN,,,,5.0,,5.0,
cvnf9c2bfhj9g,2764801989,61,NESTED LOOPS,,,,5.0,,5.0,
cvnf9c2bfhj9g,2764801989,62,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2764801989,63,HASH JOIN,,,,4.0,,4.0,
cvnf9c2bfhj9g,2764801989,64,NESTED LOOPS,,,,4.0,,4.0,
cvnf9c2bfhj9g,2764801989,65,STATISTICS COLLECTOR,,,,,,,
cvnf9c2bfhj9g,2764801989,66,NESTED LOOPS,,,,3.0,,3.0,
cvnf9c2bfhj9g,2764801989,67,NESTED LOOPS,OUTER,,,2.0,,2.0,
cvnf9c2bfhj9g,2764801989,68,NESTED LOOPS,,,,2.0,,2.0,
cvnf9c2bfhj9g,2764801989,69,TABLE ACCESS,BY INDEX ROWID,USER$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,70,INDEX,UNIQUE SCAN,I_USER1,,,,,
cvnf9c2bfhj9g,2764801989,71,INDEX,RANGE SCAN,I_OBJ2,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,72,INDEX,RANGE SCAN,I_IMSVC1,,,,,
cvnf9c2bfhj9g,2764801989,73,TABLE ACCESS,BY INDEX ROWID,TABCOMPART$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,74,INDEX,UNIQUE SCAN,I_TABCOMPART$,,,,,
cvnf9c2bfhj9g,2764801989,75,TABLE ACCESS,CLUSTER,TAB$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,76,INDEX,UNIQUE SCAN,I_OBJ#,,,,,
cvnf9c2bfhj9g,2764801989,77,TABLE ACCESS,FULL,TAB$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,78,TABLE ACCESS,CLUSTER,TS$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,79,INDEX,UNIQUE SCAN,I_TS#,,,,,
cvnf9c2bfhj9g,2764801989,80,TABLE ACCESS,FULL,TS$,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,81,HASH JOIN,SEMI,,,4.0,,4.0,
cvnf9c2bfhj9g,2764801989,82,INDEX,RANGE SCAN,I_OBJAUTH1,,2.0,,2.0,
cvnf9c2bfhj9g,2764801989,83,FIXED TABLE,FULL,X$KZSRO,,1.0,,1.0,
cvnf9c2bfhj9g,2764801989,84,FIXED TABLE,FULL,X$KZSPR,,1.0,,1.0,
9wncfacx0nj9h,0,0,INSERT STATEMENT,,,CHOOSE,1.0,,,
9wncfacx0nj9h,0,1,LOAD TABLE CONVENTIONAL,,SMON_SCN_TIME,,,,,
47r1y8yn34jmj,2191121161,0,SELECT STATEMENT,,,CHOOSE,1.0,,,
47r1y8yn34jmj,2191121161,1,TABLE ACCESS,BY USER ROWID,COL$,,1.0,7991.0,1.0,1.0
47r1y8yn34jmj,2191121161,0,SELECT STATEMENT,,,CHOOSE,1.0,,,
47r1y8yn34jmj,2191121161,1,TABLE ACCESS,BY USER ROWID,COL$,,1.0,7991.0,1.0,1.0
905yx037acjvp,1838405841,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
905yx037acjvp,1838405841,1,SORT,UNIQUE NOSORT,,,2.0,36876180.0,1.0,1.0
905yx037acjvp,1838405841,2,INDEX,FULL SCAN,REG$_IDX,,1.0,7521.0,1.0,1.0
905yx037acjvp,1838405841,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
905yx037acjvp,1838405841,1,SORT,UNIQUE NOSORT,,,2.0,37830396.0,1.0,1.0
905yx037acjvp,1838405841,2,INDEX,FULL SCAN,REG$_IDX,,1.0,7521.0,1.0,1.0
dvytf74k7wjzw,379578031,0,SELECT STATEMENT,,,ALL_ROWS,31.0,,,
dvytf74k7wjzw,379578031,1,NESTED LOOPS,,,,31.0,4527699.0,31.0,1.0
dvytf74k7wjzw,379578031,2,HASH JOIN,,,,20.0,3868948.0,20.0,1.0
dvytf74k7wjzw,379578031,3,TABLE ACCESS,FULL,TS$,,3.0,36457.0,3.0,1.0
dvytf74k7wjzw,379578031,4,HASH JOIN,,,,17.0,3228241.0,17.0,1.0
dvytf74k7wjzw,379578031,5,TABLE ACCESS,FULL,TS$,,3.0,36457.0,3.0,1.0
dvytf74k7wjzw,379578031,6,HASH JOIN,,,,14.0,2587534.0,14.0,1.0
dvytf74k7wjzw,379578031,7,TABLE ACCESS,FULL,PROFNAME$,,2.0,7631.0,2.0,1.0
dvytf74k7wjzw,379578031,8,HASH JOIN,OUTER,,,12.0,1975952.0,12.0,1.0
dvytf74k7wjzw,379578031,9,NESTED LOOPS,OUTER,,,12.0,1975952.0,12.0,1.0
dvytf74k7wjzw,379578031,10,STATISTICS COLLECTOR,,,,,,,
dvytf74k7wjzw,379578031,11,HASH JOIN,OUTER,,,9.0,1330745.0,9.0,1.0
dvytf74k7wjzw,379578031,12,HASH JOIN,,,,7.0,713164.0,7.0,1.0
dvytf74k7wjzw,379578031,13,MERGE JOIN,CARTESIAN,,,4.0,42348.0,4.0,1.0
dvytf74k7wjzw,379578031,14,TABLE ACCESS,FULL,PROFILE$,,2.0,21201.0,2.0,1.0
dvytf74k7wjzw,379578031,15,BUFFER,SORT,,,2.0,21146.0,2.0,1.0
dvytf74k7wjzw,379578031,16,TABLE ACCESS,FULL,PROFILE$,,2.0,21146.0,2.0,1.0
dvytf74k7wjzw,379578031,17,TABLE ACCESS,FULL,USER$,,3.0,66466.0,3.0,1.0
dvytf74k7wjzw,379578031,18,TABLE ACCESS,FULL,RESOURCE_GROUP_MAPPING$,,2.0,8831.0,2.0,1.0
dvytf74k7wjzw,379578031,19,TABLE ACCESS,CLUSTER,TS$,,3.0,36457.0,3.0,1.0
dvytf74k7wjzw,379578031,20,INDEX,UNIQUE SCAN,I_TS#,,,,,
dvytf74k7wjzw,379578031,21,TABLE ACCESS,FULL,TS$,,3.0,36457.0,3.0,1.0
dvytf74k7wjzw,379578031,22,TABLE ACCESS,FULL,USER_ASTATUS_MAP,,0.0,18821.0,0.0,
559bfpsu8hk0k,2667441017,0,SELECT STATEMENT,,,ALL_ROWS,1.0,,,
559bfpsu8hk0k,2667441017,1,FIXED TABLE,FIXED INDEX,X$QKSBGSES (ind:1),,0.0,3551.0,0.0,
56h11bx91nk74,504072830,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
56h11bx91nk74,504072830,1,TABLE ACCESS,FULL,PROFILE$,,2.0,21201.0,2.0,1.0
cvfzdcvq3ck9b,3347296051,0,DELETE STATEMENT,,,CHOOSE,7.0,,,
cvfzdcvq3ck9b,3347296051,1,DELETE,,PLSCOPE_ACTION$,,,,,
cvfzdcvq3ck9b,3347296051,2,INDEX,FAST FULL SCAN,I_PLSCOPE_DECL_ACTION$,,7.0,1074029.0,7.0,1.0
2syvqzbxp4k9z,3866663607,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
2syvqzbxp4k9z,3866663607,1,HASH JOIN,,,,2.0,16713.0,2.0,1.0
2syvqzbxp4k9z,3866663607,2,NESTED LOOPS,,,,2.0,16713.0,2.0,1.0
2syvqzbxp4k9z,3866663607,3,STATISTICS COLLECTOR,,,,,,,
2syvqzbxp4k9z,3866663607,4,HASH JOIN,,,,1.0,8371.0,1.0,1.0
2syvqzbxp4k9z,3866663607,5,NESTED LOOPS,,,,1.0,8371.0,1.0,1.0
2syvqzbxp4k9z,3866663607,6,STATISTICS COLLECTOR,,,,,,,
2syvqzbxp4k9z,3866663607,7,TABLE ACCESS,BY INDEX ROWID BATCHED,ASSOCIATION$,,0.0,200.0,0.0,
2syvqzbxp4k9z,3866663607,8,INDEX,RANGE SCAN,ASSOC1,,0.0,200.0,0.0,
2syvqzbxp4k9z,3866663607,9,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJ$,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,10,INDEX,RANGE SCAN,I_OBJ1,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,11,INDEX,FAST FULL SCAN,I_OBJ2,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,12,TABLE ACCESS,CLUSTER,USER$,,1.0,8341.0,1.0,1.0
2syvqzbxp4k9z,3866663607,13,INDEX,UNIQUE SCAN,I_USER#,,0.0,1050.0,0.0,
2syvqzbxp4k9z,3866663607,14,TABLE ACCESS,FULL,USER$,,1.0,8341.0,1.0,1.0
2syvqzbxp4k9z,3866663607,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
2syvqzbxp4k9z,3866663607,1,HASH JOIN,,,,2.0,16713.0,2.0,1.0
2syvqzbxp4k9z,3866663607,2,NESTED LOOPS,,,,2.0,16713.0,2.0,1.0
2syvqzbxp4k9z,3866663607,3,STATISTICS COLLECTOR,,,,,,,
2syvqzbxp4k9z,3866663607,4,HASH JOIN,,,,1.0,8371.0,1.0,1.0
2syvqzbxp4k9z,3866663607,5,NESTED LOOPS,,,,1.0,8371.0,1.0,1.0
2syvqzbxp4k9z,3866663607,6,STATISTICS COLLECTOR,,,,,,,
2syvqzbxp4k9z,3866663607,7,TABLE ACCESS,BY INDEX ROWID BATCHED,ASSOCIATION$,,0.0,200.0,0.0,
2syvqzbxp4k9z,3866663607,8,INDEX,RANGE SCAN,ASSOC1,,0.0,200.0,0.0,
2syvqzbxp4k9z,3866663607,9,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJ$,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,10,INDEX,RANGE SCAN,I_OBJ1,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,11,INDEX,FAST FULL SCAN,I_OBJ2,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,12,TABLE ACCESS,CLUSTER,USER$,,1.0,8341.0,1.0,1.0
2syvqzbxp4k9z,3866663607,13,INDEX,UNIQUE SCAN,I_USER#,,0.0,1050.0,0.0,
2syvqzbxp4k9z,3866663607,14,TABLE ACCESS,FULL,USER$,,1.0,8341.0,1.0,1.0
2syvqzbxp4k9z,3866663607,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
2syvqzbxp4k9z,3866663607,1,HASH JOIN,,,,2.0,16713.0,2.0,1.0
2syvqzbxp4k9z,3866663607,2,NESTED LOOPS,,,,2.0,16713.0,2.0,1.0
2syvqzbxp4k9z,3866663607,3,STATISTICS COLLECTOR,,,,,,,
2syvqzbxp4k9z,3866663607,4,HASH JOIN,,,,1.0,8371.0,1.0,1.0
2syvqzbxp4k9z,3866663607,5,NESTED LOOPS,,,,1.0,8371.0,1.0,1.0
2syvqzbxp4k9z,3866663607,6,STATISTICS COLLECTOR,,,,,,,
2syvqzbxp4k9z,3866663607,7,TABLE ACCESS,BY INDEX ROWID BATCHED,ASSOCIATION$,,0.0,200.0,0.0,
2syvqzbxp4k9z,3866663607,8,INDEX,RANGE SCAN,ASSOC1,,0.0,200.0,0.0,
2syvqzbxp4k9z,3866663607,9,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJ$,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,10,INDEX,RANGE SCAN,I_OBJ1,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,11,INDEX,FAST FULL SCAN,I_OBJ5,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,12,TABLE ACCESS,CLUSTER,USER$,,1.0,8341.0,1.0,1.0
2syvqzbxp4k9z,3866663607,13,INDEX,UNIQUE SCAN,I_USER#,,0.0,1050.0,0.0,
2syvqzbxp4k9z,3866663607,14,TABLE ACCESS,FULL,USER$,,1.0,8341.0,1.0,1.0
2syvqzbxp4k9z,3866663607,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
2syvqzbxp4k9z,3866663607,1,HASH JOIN,,,,2.0,16713.0,2.0,1.0
2syvqzbxp4k9z,3866663607,2,NESTED LOOPS,,,,2.0,16713.0,2.0,1.0
2syvqzbxp4k9z,3866663607,3,STATISTICS COLLECTOR,,,,,,,
2syvqzbxp4k9z,3866663607,4,HASH JOIN,,,,1.0,8371.0,1.0,1.0
2syvqzbxp4k9z,3866663607,5,NESTED LOOPS,,,,1.0,8371.0,1.0,1.0
2syvqzbxp4k9z,3866663607,6,STATISTICS COLLECTOR,,,,,,,
2syvqzbxp4k9z,3866663607,7,TABLE ACCESS,BY INDEX ROWID BATCHED,ASSOCIATION$,,0.0,200.0,0.0,
2syvqzbxp4k9z,3866663607,8,INDEX,RANGE SCAN,ASSOC1,,0.0,200.0,0.0,
2syvqzbxp4k9z,3866663607,9,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJ$,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,10,INDEX,RANGE SCAN,I_OBJ1,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,11,INDEX,FAST FULL SCAN,I_OBJ2,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,12,TABLE ACCESS,CLUSTER,USER$,,1.0,8341.0,1.0,1.0
2syvqzbxp4k9z,3866663607,13,INDEX,UNIQUE SCAN,I_USER#,,0.0,1050.0,0.0,
2syvqzbxp4k9z,3866663607,14,TABLE ACCESS,FULL,USER$,,1.0,8341.0,1.0,1.0
2syvqzbxp4k9z,3866663607,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
2syvqzbxp4k9z,3866663607,1,HASH JOIN,,,,2.0,16713.0,2.0,1.0
2syvqzbxp4k9z,3866663607,2,NESTED LOOPS,,,,2.0,16713.0,2.0,1.0
2syvqzbxp4k9z,3866663607,3,STATISTICS COLLECTOR,,,,,,,
2syvqzbxp4k9z,3866663607,4,HASH JOIN,,,,1.0,8371.0,1.0,1.0
2syvqzbxp4k9z,3866663607,5,NESTED LOOPS,,,,1.0,8371.0,1.0,1.0
2syvqzbxp4k9z,3866663607,6,STATISTICS COLLECTOR,,,,,,,
2syvqzbxp4k9z,3866663607,7,TABLE ACCESS,BY INDEX ROWID BATCHED,ASSOCIATION$,,0.0,200.0,0.0,
2syvqzbxp4k9z,3866663607,8,INDEX,RANGE SCAN,ASSOC1,,0.0,200.0,0.0,
2syvqzbxp4k9z,3866663607,9,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJ$,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,10,INDEX,RANGE SCAN,I_OBJ1,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,11,INDEX,FAST FULL SCAN,I_OBJ5,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,12,TABLE ACCESS,CLUSTER,USER$,,1.0,8341.0,1.0,1.0
2syvqzbxp4k9z,3866663607,13,INDEX,UNIQUE SCAN,I_USER#,,0.0,1050.0,0.0,
2syvqzbxp4k9z,3866663607,14,TABLE ACCESS,FULL,USER$,,1.0,8341.0,1.0,1.0
2syvqzbxp4k9z,3866663607,0,SELECT STATEMENT,,,CHOOSE,2.0,,,
2syvqzbxp4k9z,3866663607,1,HASH JOIN,,,,2.0,16713.0,2.0,1.0
2syvqzbxp4k9z,3866663607,2,NESTED LOOPS,,,,2.0,16713.0,2.0,1.0
2syvqzbxp4k9z,3866663607,3,STATISTICS COLLECTOR,,,,,,,
2syvqzbxp4k9z,3866663607,4,HASH JOIN,,,,1.0,8371.0,1.0,1.0
2syvqzbxp4k9z,3866663607,5,NESTED LOOPS,,,,1.0,8371.0,1.0,1.0
2syvqzbxp4k9z,3866663607,6,STATISTICS COLLECTOR,,,,,,,
2syvqzbxp4k9z,3866663607,7,TABLE ACCESS,BY INDEX ROWID BATCHED,ASSOCIATION$,,0.0,200.0,0.0,
2syvqzbxp4k9z,3866663607,8,INDEX,RANGE SCAN,ASSOC1,,0.0,200.0,0.0,
2syvqzbxp4k9z,3866663607,9,TABLE ACCESS,BY INDEX ROWID BATCHED,OBJ$,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,10,INDEX,RANGE SCAN,I_OBJ1,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,11,INDEX,FAST FULL SCAN,I_OBJ5,,1.0,8171.0,1.0,1.0
2syvqzbxp4k9z,3866663607,12,TABLE ACCESS,CLUSTER,USER$,,1.0,8341.0,1.0,1.0
2syvqzbxp4k9z,3866663607,13,INDEX,UNIQUE SCAN,I_USER#,,0.0,1050.0,0.0,
2syvqzbxp4k9z,3866663607,14,TABLE ACCESS,FULL,USER$,,1.0,8341.0,1.0,1.0
1yy6mrbz80ka5,1588929801,0,INSERT STATEMENT,,,CHOOSE,94.0,,,
1yy6mrbz80ka5,1588929801,1,LOAD TABLE CONVENTIONAL,,WRI$_DBU_CPU_USAGE_SAMPLE,,,,,
1yy6mrbz80ka5,1588929801,2,FILTER,,,,,,,
1yy6mrbz80ka5,1588929801,3,MERGE JOIN,CARTESIAN,,,94.0,3536465000.0,0.0,1.0
1yy6mrbz80ka5,1588929801,4,MERGE JOIN,CARTESIAN,,,1.0,36465000.0,0.0,1.0
1yy6mrbz80ka5,1588929801,5,MERGE JOIN,CARTESIAN,,,0.0,1465000.0,0.0,
1yy6mrbz80ka5,1588929801,6,MERGE JOIN,CARTESIAN,,,0.0,1115000.0,0.0,
1yy6mrbz80ka5,1588929801,7,MERGE JOIN,CARTESIAN,,,0.0,735000.0,0.0,
1yy6mrbz80ka5,1588929801,8,FIXED TABLE,FULL,X$KCCDI,,0.0,380000.0,0.0,
1yy6mrbz80ka5,1588929801,9,BUFFER,SORT,,,0.0,355000.0,0.0,
1yy6mrbz80ka5,1588929801,10,FIXED TABLE,FULL,X$KVIT,,0.0,355000.0,0.0,
1yy6mrbz80ka5,1588929801,11,BUFFER,SORT,,,0.0,760000.0,0.0,
1yy6mrbz80ka5,1588929801,12,FIXED TABLE,FULL,X$KSUXSINST,,0.0,380000.0,0.0,
1yy6mrbz80ka5,1588929801,13,BUFFER,SORT,,,0.0,1085000.0,0.0,
1yy6mrbz80ka5,1588929801,14,FIXED TABLE,FULL,X$KCCDI2,,0.0,350000.0,0.0,
1yy6mrbz80ka5,1588929801,15,BUFFER,SORT,,,1.0,36115000.0,0.0,1.0
1yy6mrbz80ka5,1588929801,16,FIXED TABLE,FULL,X$QUIESCE,,0.0,350000.0,0.0,
1yy6mrbz80ka5,1588929801,17,BUFFER,SORT,,,93.0,3536115000.0,0.0,1.0
1yy6mrbz80ka5,1588929801,18,FIXED TABLE,FULL,X$KJIDT,,0.0,350000.0,0.0,
1yy6mrbz80ka5,1588929801,19,INDEX,UNIQUE SCAN,WRI$_DBU_CPU_USAGE_SAMPLE_PK,,0.0,1050.0,0.0,
2s5bt3a5t0kuv,105323984,0,UPDATE STATEMENT,,,ALL_ROWS,1.0,,,
2s5bt3a5t0kuv,105323984,1,UPDATE,,SCHEDULER$_JOB,,,,,
2s5bt3a5t0kuv,105323984,2,INDEX,UNIQUE SCAN,SCHEDULER$_JOB_PK,,0.0,1050.0,0.0,
38hpmnhjywkz4,2433063139,0,SELECT STATEMENT,,,CHOOSE,3.0,,,
38hpmnhjywkz4,2433063139,1,TABLE ACCESS,CLUSTER,TS$,,3.0,21564.0,3.0,1.0
38hpmnhjywkz4,2433063139,2,INDEX,RANGE SCAN,I_TS#,,1.0,7321.0,1.0,1.0
